,Rented Bike Count,Hour,Temperature (C),Humidity (%),Wind speed (m/s),Visibility (10m),Dew point temperature (C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Season__Autumn,Season__Spring,Season__Summer,Season__Winter,Weekday
6295,1285,7,25.4,60.0,1.4,1879,17.0,0.16,0.0,0.0,0,0,0,1,0,1
6296,1912,8,26.6,54.0,1.1,1739,16.5,0.75,0.0,0.0,0,0,0,1,0,1
6297,993,9,27.5,54.0,1.0,1993,17.3,0.81,0.0,0.0,0,0,0,1,0,1
6298,719,10,29.3,49.0,2.0,1875,17.4,1.65,0.0,0.0,0,0,0,1,0,1
6300,808,12,31.7,45.0,2.5,1814,18.3,1.96,0.0,0.0,0,0,0,1,0,1
6301,847,13,31.6,46.0,2.7,1864,18.5,1.77,0.0,0.0,0,0,0,1,0,1
6302,816,14,32.1,45.0,2.8,1966,18.6,1.51,0.0,0.0,0,0,0,1,0,1
6303,992,15,32.9,45.0,1.9,1877,19.3,1.84,0.0,0.0,0,0,0,1,0,1
6304,1253,16,32.3,45.0,2.8,1928,18.8,0.98,0.0,0.0,0,0,0,1,0,1
6305,1704,17,32.1,44.0,2.6,1731,18.3,0.6,0.0,0.0,0,0,0,1,0,1
6307,2162,19,30.8,55.0,1.9,1170,20.7,0.06,0.0,0.0,0,0,0,1,0,1
6308,1999,20,29.8,61.0,3.4,1525,21.4,0.0,0.0,0.0,0,0,0,1,0,1
6309,1971,21,29.3,63.0,3.1,1677,21.5,0.0,0.0,0.0,0,0,0,1,0,1
6310,1630,22,29.0,63.0,4.2,1776,21.2,0.0,0.0,0.0,0,0,0,1,0,1
6312,898,0,28.3,59.0,3.7,1945,19.5,0.0,0.0,0.0,0,0,0,1,0,1
6313,690,1,28.0,61.0,3.9,1890,19.7,0.0,0.0,0.0,0,0,0,1,0,1
6314,376,2,27.6,60.0,4.3,1854,19.1,0.0,0.0,0.0,0,0,0,1,0,1
6320,1530,8,24.0,84.0,3.5,1975,21.1,0.47,0.0,0.0,0,0,0,1,0,1
6321,876,9,24.4,82.0,3.0,1847,21.1,0.6,0.0,0.0,0,0,0,1,0,1
6322,402,10,24.8,82.0,3.2,1732,21.5,0.34,0.0,0.0,0,0,0,1,0,1
6323,681,11,24.7,85.0,2.3,1438,22.0,0.27,0.0,0.0,0,0,0,1,0,1
6324,848,12,25.7,74.0,3.4,1951,20.7,1.16,0.0,0.0,0,0,0,1,0,1
6325,827,13,27.1,66.0,2.6,1895,20.1,1.54,0.0,0.0,0,0,0,1,0,1
6326,788,14,28.5,58.0,2.6,1965,19.4,1.93,0.0,0.0,0,0,0,1,0,1
6327,957,15,29.5,57.0,2.0,2000,20.0,2.1,0.0,0.0,0,0,0,1,0,1
6328,1112,16,30.4,53.0,2.0,1990,19.7,1.82,0.0,0.0,0,0,0,1,0,1
6329,1663,17,30.8,52.0,2.3,1953,19.8,1.49,0.0,0.0,0,0,0,1,0,1
6331,2364,19,29.2,62.0,1.7,2000,21.1,0.31,0.0,0.0,0,0,0,1,0,1
6332,2169,20,27.7,69.0,1.6,1992,21.4,0.01,0.0,0.0,0,0,0,1,0,1
6333,2057,21,26.8,72.0,0.4,1985,21.3,0.0,0.0,0.0,0,0,0,1,0,1
6334,1828,22,26.1,76.0,1.2,1867,21.5,0.0,0.0,0.0,0,0,0,1,0,1
6335,1277,23,25.6,75.0,0.1,1892,20.8,0.0,0.0,0.0,0,0,0,1,0,1
6336,1025,0,25.1,79.0,0.5,1891,21.1,0.0,0.0,0.0,0,0,0,1,0,1
6337,782,1,24.6,79.0,0.6,1884,20.7,0.0,0.0,0.0,0,0,0,1,0,1
6338,512,2,24.2,79.0,0.6,1882,20.3,0.0,0.0,0.0,0,0,0,1,0,1
6339,346,3,24.1,80.0,0.8,1920,20.4,0.0,0.0,0.0,0,0,0,1,0,1
6340,214,4,23.6,81.0,0.8,1943,20.1,0.0,0.0,0.0,0,0,0,1,0,1
6341,289,5,23.4,82.0,0.4,2000,20.1,0.0,0.0,0.0,0,0,0,1,0,1
6342,655,6,23.7,78.0,0.3,2000,19.6,0.0,0.0,0.0,0,0,0,1,0,1
6343,1330,7,24.3,74.0,0.6,1999,19.3,0.1,0.0,0.0,0,0,0,1,0,1
6344,1990,8,25.7,66.0,0.9,1976,18.8,0.64,0.0,0.0,0,0,0,1,0,1
6345,1015,9,28.0,56.0,1.5,1982,18.3,1.57,0.0,0.0,0,0,0,1,0,1
6346,700,10,30.2,52.0,1.4,1923,19.2,2.13,0.0,0.0,0,0,0,1,0,1
6352,993,16,37.4,35.0,1.3,2000,19.3,2.0,0.0,0.0,0,0,0,1,0,1
6353,1495,17,36.4,39.0,1.2,2000,20.2,1.15,0.0,0.0,0,0,0,1,0,1
6355,2087,19,35.2,41.0,0.5,2000,19.9,0.31,0.0,0.0,0,0,0,1,0,1
6356,1808,20,33.2,51.0,1.0,2000,21.6,0.02,0.0,0.0,0,0,0,1,0,1
6357,1807,21,33.1,46.0,2.7,2000,19.9,0.0,0.0,0.0,0,0,0,1,0,1
6358,1556,22,32.1,47.0,2.0,2000,19.3,0.0,0.0,0.0,0,0,0,1,0,1
6359,1117,23,31.2,50.0,1.8,2000,19.5,0.0,0.0,0.0,0,0,0,1,0,1
6360,908,0,30.7,52.0,1.3,2000,19.7,0.0,0.0,0.0,0,0,0,1,0,1
6361,745,1,30.1,54.0,0.8,2000,19.7,0.0,0.0,0.0,0,0,0,1,0,1
6362,492,2,29.8,53.0,1.4,2000,19.1,0.0,0.0,0.0,0,0,0,1,0,1
6363,304,3,29.7,52.0,1.4,2000,18.7,0.0,0.0,0.0,0,0,0,1,0,1
6364,168,4,29.3,54.0,1.0,2000,19.0,0.0,0.0,0.0,0,0,0,1,0,1
6366,492,6,28.3,55.0,1.5,2000,18.3,0.0,0.0,0.0,0,0,0,1,0,1
6367,720,7,28.3,55.0,1.1,2000,18.3,0.03,0.0,0.0,0,0,0,1,0,1
6368,1678,8,28.1,58.0,1.3,2000,19.0,0.14,0.0,0.0,0,0,0,1,0,1
6369,924,9,29.3,54.0,1.5,2000,19.0,0.82,0.0,0.0,0,0,0,1,0,1
6370,551,10,30.2,52.0,1.8,2000,19.2,0.93,0.0,0.0,0,0,0,1,0,1
6372,769,12,31.9,49.0,1.9,2000,19.8,1.85,0.0,0.0,0,0,0,1,0,1
6373,584,13,31.0,53.0,1.9,2000,20.2,0.79,0.0,0.0,0,0,0,1,0,1
6375,837,15,32.0,53.0,2.1,1992,21.2,1.57,0.0,0.0,0,0,0,1,0,1
6376,944,16,31.7,56.0,1.9,2000,21.8,0.92,0.0,0.0,0,0,0,1,0,1
6377,1249,17,30.8,59.0,2.2,2000,21.8,0.41,0.0,0.0,0,0,0,1,0,1
6378,1447,18,30.6,55.0,2.3,2000,20.5,0.11,0.0,0.0,0,0,0,1,0,1
6379,582,19,30.0,59.0,2.2,1970,21.1,0.01,0.0,0.0,0,0,0,1,0,1
6391,400,7,24.2,88.0,2.3,2000,22.0,0.05,0.0,0.0,0,0,0,1,0,1
6392,578,8,24.4,86.0,1.7,2000,21.8,0.13,0.0,0.0,0,0,0,1,0,1
6393,484,9,24.8,85.0,1.7,2000,22.0,0.32,0.0,0.0,0,0,0,1,0,1
6394,286,10,26.0,77.0,2.2,2000,21.6,0.61,0.0,0.0,0,0,0,1,0,1
6395,415,11,26.2,76.0,2.6,1995,21.6,0.88,0.0,0.0,0,0,0,1,0,1
6396,355,12,25.8,81.0,3.2,1828,22.2,0.8,0.0,0.0,0,0,0,1,0,1
6397,274,13,25.8,78.0,2.8,2000,21.6,0.95,0.0,0.0,0,0,0,1,0,1
6400,455,16,24.6,85.0,2.7,1973,21.9,0.55,0.0,0.0,0,0,0,1,0,1
6401,403,17,24.1,89.0,1.9,2000,22.1,0.58,0.0,0.0,0,0,0,1,0,1
6403,948,19,23.6,86.0,3.0,1275,21.1,0.04,0.0,0.0,0,0,0,1,0,1
6404,1162,20,23.5,81.0,3.5,2000,20.0,0.0,0.0,0.0,0,0,0,1,0,1
6405,1300,21,23.5,79.0,3.6,2000,19.6,0.0,0.0,0.0,0,0,0,1,0,1
6406,1202,22,23.5,79.0,2.9,1860,19.6,0.0,0.0,0.0,0,0,0,1,0,1
6407,1084,23,23.4,79.0,2.7,1990,19.5,0.0,0.0,0.0,0,0,0,1,0,1
6408,980,0,23.2,81.0,2.4,1976,19.7,0.0,0.0,0.0,0,0,0,1,0,0
6409,886,1,23.0,82.0,2.1,1922,19.7,0.0,0.0,0.0,0,0,0,1,0,0
6410,708,2,22.9,82.0,2.1,1829,19.6,0.0,0.0,0.0,0,0,0,1,0,0
6411,456,3,23.1,80.0,2.0,1849,19.4,0.0,0.0,0.0,0,0,0,1,0,0
6412,306,4,23.2,79.0,1.8,1941,19.3,0.0,0.0,0.0,0,0,0,1,0,0
6413,232,5,23.3,79.0,1.7,1592,19.4,0.0,0.0,0.0,0,0,0,1,0,0
6414,318,6,23.5,79.0,2.0,1439,19.6,0.0,0.0,0.0,0,0,0,1,0,0
6415,490,7,23.7,76.0,1.9,1281,19.2,0.08,0.0,0.0,0,0,0,1,0,0
6416,721,8,24.1,78.0,2.0,1133,20.0,0.34,0.0,0.0,0,0,0,1,0,0
6417,808,9,25.3,72.0,2.4,1220,19.8,1.08,0.0,0.0,0,0,0,1,0,0
6418,858,10,26.3,67.0,3.2,1673,19.6,1.48,0.0,0.0,0,0,0,1,0,0
6420,1070,12,27.9,55.0,2.9,1922,18.0,1.49,0.0,0.0,0,0,0,1,0,0
6421,1231,13,28.6,54.0,2.9,1925,18.3,1.85,0.0,0.0,0,0,0,1,0,0
6424,1592,16,27.2,58.0,3.7,1987,18.2,0.99,0.0,0.0,0,0,0,1,0,0
6425,1797,17,26.9,60.0,2.8,2000,18.4,0.77,0.0,0.0,0,0,0,1,0,0
6426,2080,18,27.1,56.0,3.0,1987,17.5,0.87,0.0,0.0,0,0,0,1,0,0
6427,2043,19,25.8,62.0,3.3,2000,17.9,0.27,0.0,0.0,0,0,0,1,0,0
6428,2022,20,24.6,65.0,2.9,2000,17.5,0.0,0.0,0.0,0,0,0,1,0,0
6429,1937,21,23.9,71.0,2.3,2000,18.3,0.0,0.0,0.0,0,0,0,1,0,0
6430,1717,22,23.4,75.0,1.6,2000,18.7,0.0,0.0,0.0,0,0,0,1,0,0
6431,1357,23,22.9,78.0,1.4,2000,18.8,0.0,0.0,0.0,0,0,0,1,0,0
6432,1163,0,22.8,78.0,1.5,2000,18.7,0.0,0.0,0.0,0,0,0,1,0,0
6433,769,1,22.5,80.0,0.6,2000,18.8,0.0,0.0,0.0,0,0,0,1,0,0
6434,600,2,22.1,84.0,0.6,2000,19.2,0.0,0.0,0.0,0,0,0,1,0,0
6435,426,3,21.6,85.0,0.1,1982,18.9,0.0,0.0,0.0,0,0,0,1,0,0
6436,290,4,21.2,86.0,0.5,1724,18.7,0.0,0.0,0.0,0,0,0,1,0,0
6437,188,5,20.7,88.0,0.6,1100,18.6,0.0,0.0,0.0,0,0,0,1,0,0
6438,243,6,20.4,88.0,0.6,1064,18.3,0.0,0.0,0.0,0,0,0,1,0,0
6439,381,7,20.7,85.0,0.5,1052,18.0,0.11,0.0,0.0,0,0,0,1,0,0
6440,566,8,22.1,74.0,1.0,1479,17.2,0.77,0.0,0.0,0,0,0,1,0,0
6441,725,9,24.2,64.0,1.2,1985,16.9,1.48,0.0,0.0,0,0,0,1,0,0
6442,681,10,26.3,53.0,1.6,2000,15.9,2.19,0.0,0.0,0,0,0,1,0,0
6445,657,13,27.8,54.0,3.5,2000,17.6,1.15,0.0,0.0,0,0,0,1,0,0
6447,782,15,24.3,64.0,1.8,1931,17.0,0.59,0.0,0.0,0,0,0,1,0,0
6449,1399,17,23.5,58.0,1.2,2000,14.7,0.52,0.0,0.0,0,0,0,1,0,0
6450,1479,18,23.4,67.0,0.6,2000,16.9,0.36,0.0,0.0,0,0,0,1,0,0
6451,1596,19,22.7,69.0,1.9,2000,16.7,0.08,0.0,0.0,0,0,0,1,0,0
6452,1674,20,22.4,64.0,0.8,2000,15.2,0.0,0.0,0.0,0,0,0,1,0,0
6453,1276,21,22.5,65.0,1.1,2000,15.5,0.0,0.0,0.0,0,0,0,1,0,0
6456,325,0,20.5,85.0,1.0,2000,17.8,0.0,0.0,0.0,0,0,0,1,0,1
6471,580,15,24.4,87.0,1.5,1153,22.0,1.44,0.0,0.0,0,0,0,1,0,1
6472,886,16,24.7,85.0,1.2,1143,22.0,0.99,0.0,0.0,0,0,0,1,0,1
6473,1356,17,24.9,82.0,0.9,2000,21.6,0.67,0.0,0.0,0,0,0,1,0,1
6474,2153,18,24.8,83.0,0.8,1947,21.7,0.26,0.0,0.0,0,0,0,1,0,1
6475,1615,19,24.7,83.0,0.4,2000,21.6,0.1,0.0,0.0,0,0,0,1,0,1
6476,1560,20,24.4,85.0,0.7,2000,21.7,0.01,0.0,0.0,0,0,0,1,0,1
6477,1762,21,23.9,88.0,0.8,2000,21.7,0.0,0.0,0.0,0,0,0,1,0,1
6478,1571,22,23.5,88.0,0.6,2000,21.3,0.0,0.0,0.0,0,0,0,1,0,1
6479,1113,23,23.6,87.0,0.6,2000,21.3,0.0,0.0,0.0,0,0,0,1,0,1
6480,870,0,23.5,88.0,0.6,2000,21.3,0.0,0.0,0.0,0,0,0,1,0,1
6481,653,1,23.1,94.0,0.6,2000,22.0,0.0,0.0,0.0,0,0,0,1,0,1
6482,482,2,23.2,88.0,0.6,2000,21.0,0.0,0.0,0.0,0,0,0,1,0,1
6483,281,3,22.9,93.0,0.6,2000,21.7,0.0,0.0,0.0,0,0,0,1,0,1
6484,200,4,22.6,95.0,0.4,1919,21.7,0.0,0.0,0.0,0,0,0,1,0,1
6485,218,5,22.5,96.0,0.3,1605,21.8,0.0,0.0,0.0,0,0,0,1,0,1
6486,581,6,22.5,90.0,0.6,1149,20.7,0.0,0.0,0.0,0,0,0,1,0,1
6487,1182,7,22.6,88.0,0.8,2000,20.5,0.06,0.0,0.0,0,0,0,1,0,1
6488,1841,8,23.4,83.0,0.8,1998,20.3,0.32,0.0,0.0,0,0,0,1,0,1
6489,865,9,24.2,80.0,1.2,1708,20.5,0.57,0.0,0.0,0,0,0,1,0,1
6490,670,10,25.4,75.0,0.7,1995,20.6,0.96,0.0,0.0,0,0,0,1,0,1
6491,411,11,25.9,79.0,1.7,1900,21.9,0.9,0.0,0.0,0,0,0,1,0,1
6506,243,2,24.2,91.0,3.6,1735,22.6,0.0,0.0,0.0,0,0,0,1,0,1
6507,171,3,24.5,87.0,4.3,1985,22.1,0.0,0.0,0.0,0,0,0,1,0,1
6508,128,4,24.6,86.0,4.0,1968,22.0,0.0,0.0,0.0,0,0,0,1,0,1
6509,109,5,24.6,87.0,3.6,1966,22.2,0.0,0.0,0.0,0,0,0,1,0,1
6510,346,6,24.7,85.0,3.8,2000,22.0,0.0,0.0,0.0,0,0,0,1,0,1
6511,862,7,25.0,85.0,3.0,2000,22.2,0.02,0.0,0.0,0,0,0,1,0,1
6512,1595,8,25.3,83.0,3.4,1982,22.1,0.14,0.0,0.0,0,0,0,1,0,1
6513,867,9,25.8,79.0,2.7,1963,21.8,0.3,0.0,0.0,0,0,0,1,0,1
6514,642,10,26.4,78.0,2.7,2000,22.2,0.44,0.0,0.0,0,0,0,1,0,1
6515,671,11,26.9,74.0,3.2,2000,21.8,0.45,0.0,0.0,0,0,0,1,0,1
6516,648,12,27.4,72.0,4.2,1989,21.8,0.54,0.0,0.0,0,0,0,1,0,1
6517,540,13,27.1,75.0,3.7,1972,22.2,0.28,0.0,0.0,0,0,0,1,0,1
6518,490,14,26.8,77.0,3.5,1965,22.4,0.11,0.0,0.0,0,0,0,1,0,1
6519,583,15,26.9,77.0,2.5,1937,22.5,0.26,0.0,0.0,0,0,0,1,0,1
6520,193,16,27.0,76.0,3.8,1875,22.3,0.21,0.0,0.0,0,0,0,1,0,1
6528,214,0,24.7,94.0,2.8,1270,23.6,0.0,0.0,0.0,0,0,0,1,0,1
6532,42,4,23.9,96.0,0.4,1797,23.2,0.0,0.0,0.0,0,0,0,1,0,1
6534,285,6,24.2,96.0,1.6,1206,23.5,0.0,0.0,0.0,0,0,0,1,0,1
6535,771,7,24.3,96.0,1.4,1025,23.6,0.04,0.0,0.0,0,0,0,1,0,1
6536,1330,8,24.6,96.0,1.0,883,23.9,0.19,0.0,0.0,0,0,0,1,0,1
6537,846,9,25.0,92.0,1.1,782,23.6,0.39,0.0,0.0,0,0,0,1,0,1
6538,589,10,26.1,81.0,1.5,860,22.5,1.05,0.0,0.0,0,0,0,1,0,1
6539,716,11,26.2,82.0,2.6,834,22.8,0.59,0.0,0.0,0,0,0,1,0,1
6540,768,12,27.0,74.0,2.5,915,21.9,0.94,0.0,0.0,0,0,0,1,0,1
6541,865,13,28.2,66.0,2.2,1006,21.2,1.81,0.0,0.0,0,0,0,1,0,1
6542,837,14,27.5,66.0,2.8,989,20.5,0.76,0.0,0.0,0,0,0,1,0,1
6543,982,15,27.2,69.0,3.5,963,21.0,0.95,0.0,0.0,0,0,0,1,0,1
6544,1142,16,27.6,68.0,2.1,1038,21.1,1.46,0.0,0.0,0,0,0,1,0,1
6545,1473,17,26.8,73.0,2.6,916,21.5,0.37,0.0,0.0,0,0,0,1,0,1
6546,1887,18,26.1,72.0,2.4,1066,20.6,0.19,0.0,0.0,0,0,0,1,0,1
6548,1685,20,24.9,70.0,1.2,1377,19.0,0.0,0.0,0.0,0,0,0,1,0,1
6549,1732,21,24.8,72.0,1.4,1298,19.4,0.0,0.0,0.0,0,0,0,1,0,1
6550,1582,22,24.6,71.0,1.5,1319,18.9,0.0,0.0,0.0,0,0,0,1,0,1
6551,1173,23,24.3,71.0,0.8,1549,18.6,0.0,0.0,0.0,0,0,0,1,0,1
6552,861,0,23.9,75.0,1.7,1192,19.1,0.0,0.0,0.0,0,0,0,1,0,1
6553,652,1,23.7,77.0,1.1,1099,19.4,0.0,0.0,0.0,0,0,0,1,0,1
6554,381,2,23.4,79.0,0.4,1045,19.5,0.0,0.0,0.0,0,0,0,1,0,1
6555,297,3,23.3,81.0,1.7,1068,19.8,0.0,0.0,0.0,0,0,0,1,0,1
6556,170,4,23.2,83.0,1.6,1102,20.1,0.0,0.0,0.0,0,0,0,1,0,1
6557,217,5,23.1,84.0,0.5,1022,20.2,0.0,0.0,0.0,0,0,0,1,0,1
6558,436,6,22.9,83.0,0.0,1239,19.8,0.0,0.0,0.0,0,0,0,1,0,1
6559,828,7,22.9,83.0,0.6,1127,19.8,0.01,0.0,0.0,0,0,0,1,0,1
6561,1049,9,24.1,69.0,0.9,1662,18.0,0.76,0.0,0.0,0,0,0,1,0,1
6562,794,10,25.5,53.0,2.3,1843,15.2,1.81,0.0,0.0,0,0,0,1,0,1
6569,1869,17,29.1,49.0,2.8,1969,17.2,1.57,0.0,0.0,0,0,0,1,0,1
6571,2372,19,26.5,69.0,2.3,2000,20.3,0.18,0.0,0.0,0,0,0,1,0,1
6572,1995,20,25.4,74.0,1.6,2000,20.4,0.0,0.0,0.0,0,0,0,1,0,1
6573,1931,21,24.5,78.0,1.2,2000,20.4,0.0,0.0,0.0,0,0,0,1,0,1
6574,1789,22,24.1,80.0,0.9,1852,20.4,0.0,0.0,0.0,0,0,0,1,0,1
6575,1329,23,23.8,81.0,0.6,1893,20.3,0.0,0.0,0.0,0,0,0,1,0,1
6576,1075,0,23.2,83.0,0.5,1887,20.1,0.0,0.0,0.0,0,1,0,0,0,0
6577,975,1,22.7,83.0,0.1,1940,19.6,0.0,0.0,0.0,0,1,0,0,0,0
6578,785,2,22.0,86.0,0.4,1703,19.5,0.0,0.0,0.0,0,1,0,0,0,0
6579,514,3,21.6,87.0,0.3,1579,19.3,0.0,0.0,0.0,0,1,0,0,0,0
6580,338,4,21.2,88.0,0.9,1183,19.1,0.0,0.0,0.0,0,1,0,0,0,0
6581,260,5,21.1,87.0,0.6,1116,18.8,0.0,0.0,0.0,0,1,0,0,0,0
6582,362,6,20.9,87.0,0.7,1198,18.6,0.0,0.0,0.0,0,1,0,0,0,0
6583,511,7,21.1,81.0,1.0,1738,17.7,0.14,0.0,0.0,0,1,0,0,0,0
6584,812,8,22.3,64.0,1.7,2000,15.1,0.75,0.0,0.0,0,1,0,0,0,0
6585,925,9,24.1,56.0,2.1,1956,14.7,1.46,0.0,0.0,0,1,0,0,0,0
6586,861,10,26.0,54.0,1.5,2000,15.9,2.13,0.0,0.0,0,1,0,0,0,0
6591,1480,15,30.0,45.0,0.9,2000,16.7,2.1,0.0,0.0,0,1,0,0,0,0
6592,1678,16,30.5,41.0,1.4,1930,15.7,1.95,0.0,0.0,0,1,0,0,0,0
6593,1845,17,29.6,42.0,1.3,2000,15.3,0.98,0.0,0.0,0,1,0,0,0,0
6594,1892,18,28.8,46.0,1.3,2000,16.0,0.58,0.0,0.0,0,1,0,0,0,0
6595,1891,19,27.8,48.0,1.1,2000,15.7,0.08,0.0,0.0,0,1,0,0,0,0
6596,1440,20,26.9,49.0,2.1,2000,15.2,0.0,0.0,0.0,0,1,0,0,0,0
6597,1110,21,26.0,52.0,1.4,2000,15.3,0.0,0.0,0.0,0,1,0,0,0,0
6598,992,22,25.1,53.0,2.0,2000,14.8,0.0,0.0,0.0,0,1,0,0,0,0
6599,1523,23,24.4,54.0,1.6,2000,14.4,0.0,0.0,0.0,0,1,0,0,0,0
6600,1336,0,23.5,56.0,1.5,2000,14.2,0.0,0.0,0.0,0,1,0,0,0,0
6601,930,1,22.8,59.0,1.5,2000,14.3,0.0,0.0,0.0,0,1,0,0,0,0
6602,610,2,22.0,60.0,1.2,2000,13.8,0.0,0.0,0.0,0,1,0,0,0,0
6603,440,3,21.5,61.0,1.3,2000,13.6,0.0,0.0,0.0,0,1,0,0,0,0
6604,255,4,21.1,62.0,1.8,2000,13.5,0.0,0.0,0.0,0,1,0,0,0,0
6605,179,5,20.6,65.0,1.1,2000,13.7,0.0,0.0,0.0,0,1,0,0,0,0
6606,249,6,20.2,66.0,1.0,2000,13.6,0.0,0.0,0.0,0,1,0,0,0,0
6607,388,7,20.2,65.0,1.4,2000,13.4,0.16,0.0,0.0,0,1,0,0,0,0
6608,576,8,21.3,57.0,1.3,2000,12.4,0.81,0.0,0.0,0,1,0,0,0,0
6609,721,9,23.4,52.0,1.3,1997,12.9,1.53,0.0,0.0,0,1,0,0,0,0
6610,802,10,25.0,47.0,1.5,2000,12.8,2.17,0.0,0.0,0,1,0,0,0,0
6616,1853,16,29.3,44.0,1.4,1997,15.7,1.32,0.0,0.0,0,1,0,0,0,0
6617,2069,17,28.8,47.0,2.0,1998,16.3,1.0,0.0,0.0,0,1,0,0,0,0
6618,2118,18,27.9,52.0,1.7,2000,17.1,0.2,0.0,0.0,0,1,0,0,0,0
6619,1986,19,27.3,54.0,1.5,2000,17.1,0.05,0.0,0.0,0,1,0,0,0,0
6620,1838,20,26.9,56.0,1.6,2000,17.3,0.0,0.0,0.0,0,1,0,0,0,0
6621,1759,21,26.2,62.0,2.3,2000,18.3,0.0,0.0,0.0,0,1,0,0,0,0
6622,1511,22,25.7,64.0,1.1,2000,18.3,0.0,0.0,0.0,0,1,0,0,0,0
6623,1047,23,25.1,65.0,2.2,2000,18.0,0.0,0.0,0.0,0,1,0,0,0,0
6624,763,0,24.7,67.0,1.2,2000,18.1,0.0,0.0,0.0,0,1,0,0,0,1
6625,524,1,24.5,68.0,0.5,2000,18.1,0.0,0.0,0.0,0,1,0,0,0,1
6626,321,2,24.3,68.0,1.0,2000,18.0,0.0,0.0,0.0,0,1,0,0,0,1
6627,211,3,24.2,70.0,0.3,2000,18.3,0.0,0.0,0.0,0,1,0,0,0,1
6628,153,4,24.0,70.0,1.2,2000,18.1,0.0,0.0,0.0,0,1,0,0,0,1
6629,264,5,23.9,70.0,1.5,2000,18.0,0.0,0.0,0.0,0,1,0,0,0,1
6630,656,6,23.8,71.0,1.2,2000,18.2,0.0,0.0,0.0,0,1,0,0,0,1
6631,1287,7,23.9,71.0,0.4,2000,18.3,0.02,0.0,0.0,0,1,0,0,0,1
6632,1580,8,24.2,70.0,1.4,2000,18.3,0.16,0.0,0.0,0,1,0,0,0,1
6635,443,11,23.7,86.0,0.6,1798,21.2,0.31,0.0,0.0,0,1,0,0,0,1
6636,673,12,23.9,83.0,1.1,1901,20.8,0.27,0.0,0.0,0,1,0,0,0,1
6637,731,13,24.9,78.0,1.5,1910,20.7,0.72,0.0,0.0,0,1,0,0,0,1
6638,532,14,25.6,77.0,0.8,1930,21.2,0.78,0.0,0.0,0,1,0,0,0,1
6639,137,15,25.7,81.0,0.7,1825,22.1,0.43,0.0,0.0,0,1,0,0,0,1
6647,486,23,21.7,97.0,0.8,838,21.1,0.0,0.0,0.0,0,1,0,0,0,1
6648,500,0,21.4,97.0,0.1,404,20.8,0.0,0.0,0.0,0,1,0,0,0,1
6649,486,1,21.3,97.0,1.1,570,20.7,0.0,0.0,0.0,0,1,0,0,0,1
6650,324,2,20.9,96.0,0.4,970,20.2,0.0,0.0,0.0,0,1,0,0,0,1
6651,223,3,20.6,97.0,0.2,500,20.1,0.0,0.0,0.0,0,1,0,0,0,1
6652,186,4,20.4,97.0,2.7,704,19.9,0.0,0.0,0.0,0,1,0,0,0,1
6653,219,5,20.2,97.0,1.2,528,19.7,0.0,0.0,0.0,0,1,0,0,0,1
6654,602,6,20.0,97.0,0.0,647,19.5,0.0,0.0,0.0,0,1,0,0,0,1
6655,1289,7,20.1,97.0,1.9,443,19.6,0.03,0.0,0.0,0,1,0,0,0,1
6656,2059,8,20.5,90.0,1.9,490,18.7,0.53,0.0,0.0,0,1,0,0,0,1
6657,1083,9,21.6,81.0,2.3,1669,18.1,1.2,0.0,0.0,0,1,0,0,0,1
6658,822,10,23.1,73.0,3.1,2000,17.9,2.24,0.0,0.0,0,1,0,0,0,1
6663,1178,15,26.7,51.0,3.4,2000,15.7,2.09,0.0,0.0,0,1,0,0,0,1
6664,1429,16,27.1,47.0,4.3,2000,14.8,1.82,0.0,0.0,0,1,0,0,0,1
6665,1993,17,27.6,47.0,3.3,2000,15.2,1.49,0.0,0.0,0,1,0,0,0,1
6668,2259,20,23.7,49.0,3.3,2000,12.3,0.0,0.0,0.0,0,1,0,0,0,1
6669,2212,21,22.9,55.0,3.0,2000,13.3,0.0,0.0,0.0,0,1,0,0,0,1
6670,1856,22,22.2,58.0,1.5,2000,13.5,0.0,0.0,0.0,0,1,0,0,0,1
6671,1233,23,21.7,60.0,0.5,2000,13.5,0.0,0.0,0.0,0,1,0,0,0,1
6672,983,0,21.1,64.0,1.5,2000,14.0,0.0,0.0,0.0,0,1,0,0,0,1
6673,748,1,20.9,66.0,1.1,2000,14.3,0.0,0.0,0.0,0,1,0,0,0,1
6674,493,2,20.6,72.0,0.9,2000,15.3,0.0,0.0,0.0,0,1,0,0,0,1
6675,376,3,20.2,77.0,0.4,2000,16.0,0.0,0.0,0.0,0,1,0,0,0,1
6676,220,4,19.9,81.0,0.2,2000,16.5,0.0,0.0,0.0,0,1,0,0,0,1
6677,249,5,19.7,82.0,0.5,2000,16.5,0.0,0.0,0.0,0,1,0,0,0,1
6678,676,6,19.8,82.0,0.5,2000,16.6,0.0,0.0,0.0,0,1,0,0,0,1
6679,1487,7,19.8,79.0,0.9,2000,16.0,0.13,0.0,0.0,0,1,0,0,0,1
6680,2312,8,21.2,69.0,1.9,2000,15.2,0.74,0.0,0.0,0,1,0,0,0,1
6681,1195,9,23.4,59.0,3.0,1974,14.9,1.46,0.0,0.0,0,1,0,0,0,1
6682,847,10,25.4,49.0,3.9,1996,13.9,2.13,0.0,0.0,0,1,0,0,0,1
